Season,DayNum,Team,Score_diff_7,ORPerc_diff_7,Ast_diff_7,TOPerc_diff_7,DefEff_diff_7,EffFG_diff_7,FTPerc_diff_7
2025,68,1104,17.0,14.535662748190584,7.285714285714286,-0.7480931522963081,0.3020919142900551,8.90825341070288,-7.119117106980481
2025,71,1104,14.428571428571429,9.52812908212033,7.428571428571429,2.4428796084729507,0.25311232245332044,10.27096870958839,-8.465549399704335
2025,75,1104,14.142857142857142,8.114384096946775,6.714285714285714,2.029446301307922,0.203402333194459,9.198441842772336,-5.6186471979634245
2025,78,1104,12.571428571428571,5.65829571093925,5.285714285714286,1.071803917504636,0.1759696209791381,8.29963231896281,-3.695983395600375
2025,82,1104,10.285714285714286,3.717440630549285,4.857142857142857,2.526477577242603,0.03938953439905152,8.133249406101026,-1.6983843559845297
2025,86,1104,6.857142857142857,0.9675937630553584,3.2857142857142856,4.156843250833227,-0.08335891280591744,8.222105082152302,-4.353640006631886
2025,89,1104,7.0,0.7940900181230417,3.142857142857143,7.3429185227505664,-0.15243040105033798,9.444344708997194,4.045104106397942
2025,96,1104,6.714285714285714,-0.013972337253892115,2.2857142857142856,7.272963802987019,-0.17658128003992665,9.845971861098729,0.13494860995966565
2025,99,1104,11.428571428571429,3.2553435191699776,3.2857142857142856,6.236961940665567,-0.14322407750979177,13.336177967929652,4.091642398586228
2025,103,1104,9.428571428571429,4.215385193497367,2.5714285714285716,6.390997687065022,-0.1316378066378066,11.58761823546362,3.9329122398560687
2025,107,1104,5.428571428571429,4.540404089944834,2.4285714285714284,7.247427096444331,-0.2876528442317916,8.568719031219587,5.585542191358203
2025,110,1104,6.285714285714286,5.692318722016722,1.7142857142857142,7.716048032466781,-0.30323725981620714,9.105861849556804,6.3289726739191225
2025,113,1104,11.142857142857142,3.750460897805957,3.7142857142857144,6.058317706375985,-0.29231289006830796,11.975772610650278,8.706107738471259
2025,117,1104,7.714285714285714,5.069877553357067,1.8571428571428572,3.663483985314063,-0.238547524272867,8.527705722117469,2.886001918365438
2025,12,1105,,,,,,,
2025,15,1105,,,,,,,
2025,18,1105,,,,,,,
2025,19,1105,,,,,,,
2025,21,1105,,,,,,,
2025,26,1105,,,,,,,
2025,41,1105,-18.285714285714285,-9.138383889535962,-5.285714285714286,-1.6084630742146786,-0.12922863921257582,-14.743779795352923,-14.575843002313592
2025,44,1105,-21.0,-9.754662959303404,-5.285714285714286,0.9392784177432275,-0.09729481305053204,-13.54977493734009,-18.14110723117229
2025,47,1105,-15.142857142857142,-4.499938847436435,-3.7142857142857144,-0.7776179157889695,0.04136767388781696,-11.493611324572703,-17.247722582027272
2025,54,1105,-19.571428571428573,-5.227452074949662,-5.0,-0.189608031152598,-0.0853830263922951,-13.983409920680591,-16.677393440269558
2025,61,1105,-19.142857142857142,-4.807950941162813,-3.857142857142857,-0.10530234373580351,-0.09456292057218928,-13.387894661121749,-16.401801914678032
2025,63,1105,-16.714285714285715,0.34597891034768224,-3.142857142857143,1.7944322515117075,-0.11706690544372986,-12.419468202061926,-14.703706408532991
2025,68,1105,-12.714285714285714,-0.39652746063477345,-2.5714285714285716,3.6641540457075688,-0.10118055090191312,-7.932795289645389,-13.549305254131838
2025,70,1105,-11.0,3.034380711652709,-1.2857142857142858,5.78696460891017,-0.11999155356384748,-5.761872969395045,-6.897171673426828
2025,75,1105,-7.428571428571429,3.023444654205023,-0.7142857142857143,5.233819412594351,-0.10328592394357829,-4.35403602493854,-3.356549469210155
2025,82,1105,-7.0,4.2807799115402805,-1.8571428571428572,5.141704549498433,-0.12429907228591919,-4.880447275545129,-1.6247814932025466
2025,84,1105,1.4285714285714286,7.299057929818297,0.42857142857142855,5.060361345573979,-0.05489826848613842,0.335312056488802,2.931773063352009
2025,89,1105,-2.2857142857142856,9.044217532120756,-2.142857142857143,5.540499411545064,-0.031058510360666015,-2.281293015513236,-0.9338082215841135
2025,91,1105,-6.0,0.5620746749779002,-4.0,3.0731514399464253,-0.031920393575490404,-3.4498164913084444,-1.1705110898659308
2025,96,1105,-6.428571428571429,-0.1414370164370174,-4.0,1.2783033352861557,-0.04934958747527254,-5.970072714098312,3.141339592220688
2025,98,1105,-6.571428571428571,-0.23918372843276664,-4.428571428571429,-1.5176961022158195,-0.004404797965265649,-9.181236402319646,3.8258021884479905
2025,103,1105,-4.285714285714286,3.766394415076412,-4.142857142857143,-3.315639171726722,0.00872445373541462,-10.100015504777131,5.183268251796407
2025,105,1105,-1.7142857142857142,4.4508978815347655,-3.7142857142857144,-1.4267851326734013,-0.013985341645188212,-5.551892451152024,4.83087504226034
2025,110,1105,-4.571428571428571,0.9950179218954075,-3.857142857142857,-2.9347689835802107,0.03691460643473026,-7.246146501796393,2.52901024039554
2025,112,1105,-0.7142857142857143,2.6795269612431563,-1.2857142857142858,-3.0802818103839584,-0.009570654336244802,-5.133339400430939,5.197725038142595
2025,117,1105,-4.714285714285714,4.854130135846331,-1.4285714285714286,-1.8404492891466908,-0.03025423141079933,-8.505896313173746,-1.1718313314137734
2025,0,1106,,,,,,,
2025,6,1106,,,,,,,
2025,18,1106,,,,,,,
2025,19,1106,,,,,,,
2025,20,1106,,,,,,,
2025,23,1106,,,,,,,
2025,29,1106,-10.428571428571429,-14.797183454980225,-4.428571428571429,-0.534063057102743,-0.08517940814769845,-5.361037201602202,4.172289959308215
2025,31,1106,-10.857142857142858,-14.489956749184186,-5.714285714285714,-2.0874670586002666,-0.11473680727031497,-6.1827196990743145,2.5212316580036074
2025,37,1106,-7.571428571428571,-19.441149700377135,-3.4285714285714284,-3.9241057100002625,-0.08101331163116063,-2.823212775737604,1.1615355277204213
2025,45,1106,-12.571428571428571,-19.39469209294392,-4.142857142857143,-4.281269274121366,-0.06107085638819388,-7.663011182038473,-1.3644237148804998
2025,46,1106,-13.285714285714286,-13.524153613709787,-4.0,-3.4671250858585827,-0.10555018658180979,-9.679865200661359,-0.971977081054556
2025,56,1106,-13.0,-10.254600866805125,-3.7142857142857144,-3.682391524599455,-0.03932693614803303,-10.955174099658416,0.4121650925613015
2025,61,1106,-6.285714285714286,-5.564272038545264,-2.4285714285714284,-4.446108882896392,0.03448258766149079,-5.6882306257845725,-6.547033116636908
2025,63,1106,-1.8571428571428572,-3.2655053910559673,-1.0,-5.588069609253637,0.09148873940448463,-4.835298459437616,-7.389894805491973
2025,68,1106,-0.42857142857142855,-1.8578306190194933,0.0,-5.1957706930491865,0.15053445559305798,-3.3355306216416096,-10.689868641180094
2025,70,1106,-2.142857142857143,1.297443964826519,-0.7142857142857143,-3.921605197861727,0.0676323952473886,-4.66941986536692,-13.200164952317921
2025,75,1106,0.8571428571428571,3.416529010740834,-0.8571428571428571,-4.583181178088604,0.04282747327860109,-2.8042415459359487,-11.86264689815819
2025,82,1106,1.7142857142857142,2.519278113489936,0.42857142857142855,-4.0012074351682525,0.06845759712301065,-1.169480650052171,-10.32585036136165
2025,84,1106,2.5714285714285716,4.677833843474238,1.1428571428571428,-5.972991116983507,0.0016972897611995305,-2.3149028893602397,-12.084142194841453
2025,89,1106,-2.0,0.8776809053902654,0.0,-5.189685848367442,-0.06332102525711548,-5.4372640483223345,-10.01283387353313
2025,91,1106,-2.142857142857143,0.9382935275792421,-2.0,-5.372204049863391,-0.10539505030327675,-5.417124685917538,-8.397557955828631
2025,96,1106,-2.5714285714285716,-2.3432166289309144,-0.5714285714285714,-5.659139969288341,-0.07140145286430118,-5.38074485445574,-7.319172056014158
2025,98,1106,-2.142857142857143,-6.021960853893626,0.14285714285714285,-4.912445075017422,-0.05016871734585137,-3.184305462465996,-4.38733265358652
2025,103,1106,-1.0,-4.62491077263302,-0.5714285714285714,-5.011148116073664,0.07500135068135953,-3.4751773647414828,-1.830693890051204
2025,105,1106,1.8571428571428572,-2.9032990510212966,-0.5714285714285714,-6.5584488018771685,0.1544566176366265,-2.3602202207286487,3.2991762398189244
2025,110,1106,3.5714285714285716,-2.338149914443588,-1.2857142857142858,-6.656498824387266,0.23244834064161796,-1.646777376058313,9.688363493667834
2025,112,1106,3.7142857142857144,-1.6565859975855546,-1.5714285714285714,-9.133710358062899,0.29534080531979695,-3.340842017539576,8.840600145904487
2025,117,1106,9.571428571428571,0.11645048973664705,0.7142857142857143,-8.532967394714456,0.32584369473467223,1.287475263866826,15.13357617572262
2025,0,1107,,,,,,,
2025,9,1107,,,,,,,
2025,12,1107,,,,,,,
2025,19,1107,,,,,,,
2025,20,1107,,,,,,,
2025,26,1107,,,,,,,
2025,30,1107,-0.42857142857142855,-1.3408523944694934,-3.7142857142857144,-7.4652703434321,0.06864452597487232,-8.42191863533557,3.6698735196996557
2025,33,1107,-0.14285714285714285,-3.8664762803874972,-4.142857142857143,-8.394604332939405,-0.008793115748483682,-8.806711262063681,5.832853654282224
2025,36,1107,-4.571428571428571,-7.177451019933665,-5.428571428571429,-7.715939855404926,-0.006679226714609259,-10.591405204812336,1.0051594186932513
2025,40,1107,-7.0,-9.931156366806714,-4.857142857142857,-8.655937658044719,-0.006885625063422472,-14.177817943653034,1.7409870830923455
2025,44,1107,-6.142857142857143,-3.398978278179958,-4.142857142857143,-7.676074751766043,-0.005495786831478984,-14.448073481765713,-1.3758960337907706
2025,47,1107,-6.142857142857143,-3.49224138987625,-3.5714285714285716,-5.710868738224723,-0.10660570448275002,-11.109071214192019,-3.616776011512852
2025,55,1107,-0.5714285714285714,-2.9096083366549617,0.0,-5.414377183751548,-0.11307495885116405,-5.023792840547479,-1.5846176936402503
2025,61,1107,-3.2857142857142856,-0.46585308013687915,-0.8571428571428571,-4.201183670096226,-0.2297416255178307,-6.474277712048388,-6.6599127689353255
2025,66,1107,-1.8571428571428572,4.784610741755515,-1.2857142857142858,-1.493142176877051,-0.14357382506431599,-4.52206098399787,-10.91817747832785
2025,68,1107,-2.4285714285714284,10.382631768347968,-1.8571428571428572,1.652621095089722,-0.272995593771799,-5.029634964478253,-8.541402206815738
2025,73,1107,-2.857142857142857,11.43278906850527,-2.7142857142857144,3.1473655018984803,-0.4271537163509742,-3.1702021422726454,-10.13437272835769
2025,75,1107,-3.2857142857142856,10.404343502244576,-3.5714285714285716,2.082805135805233,-0.3264877156849736,-4.028914858128218,-7.05411964810461
2025,80,1107,-3.4285714285714284,11.708490967682366,-3.142857142857143,0.09618558592681532,-0.2402801332367896,-6.213307846092634,-8.241811098953956
2025,82,1107,-3.5714285714285716,11.115014867564897,-3.5714285714285716,-0.39570508810004845,-0.2115019552989478,-7.648261218542316,-8.962108863586694
2025,89,1107,-3.5714285714285716,5.956312521099726,-2.7142857142857144,-1.5322461635009808,-0.14245433625132872,-7.241385499618166,-3.399338300816133
2025,94,1107,-3.4285714285714284,2.0974590381860923,-2.0,-3.267826369879136,-0.2503908441878367,-6.94705844886684,-1.6807561311061454
2025,96,1107,-1.2857142857142858,-4.61953230380525,-0.14285714285714285,-5.513489839956448,-0.16943846323545572,-3.7556764819150317,-1.9679324051245237
2025,101,1107,0.42857142857142855,-3.6362363759280405,1.1428571428571428,-6.983934015357769,-0.008724735958260938,-3.439611356672259,-5.505347371110917
2025,108,1107,1.2857142857142858,-1.3957647806177356,1.8571428571428572,-6.793194873178514,-0.1026807799143049,-3.383007583087353,-4.101195966959514
2025,110,1107,0.42857142857142855,-3.5978799392546335,0.7142857142857143,-5.237547838461679,-0.0039004179760482,-2.782548754342904,-3.9160107817743284
2025,115,1107,0.14285714285714285,1.2461936971746554,1.1428571428571428,-5.1376250312108045,-0.020985713632772438,-3.211749749123437,-7.729124467846273
2025,117,1107,4.571428571428571,5.749735257167828,2.7142857142857144,-3.836450383525109,0.045926051073109916,0.2064574360875844,-8.910942649664454
2025,120,1107,2.7142857142857144,9.63951019957435,2.4285714285714284,-4.139265409176372,0.08402128916834802,-3.4311524201235417,-8.910942649664454
2025,0,1108,,,,,,,
2025,2,1108,,,,,,,
2025,7,1108,,,,,,,
2025,15,1108,,,,,,,
2025,18,1108,,,,,,,
2025,20,1108,,,,,,,
2025,25,1108,-27.857142857142858,-4.716109054344348,-9.714285714285714,5.238709358904187,-0.35354526020934685,-19.28048225212058,-3.056463524621225
2025,27,1108,-27.428571428571427,-4.999246484332429,-9.285714285714286,4.29321202195088,-0.4347777532065457,-19.01956088007251,-6.923533652560917
2025,30,1108,-23.0,0.21054372545778172,-7.714285714285714,2.0525552545748242,-0.4152099260756934,-18.722362694372197,-7.773873788615339
2025,33,1108,-20.571428571428573,-0.33829632338226745,-7.428571428571429,2.1304405830503343,-0.4806360965438807,-15.97829952494742,-5.421740627658648
2025,42,1108,-17.571428571428573,-0.66567727576322,-7.0,1.6080673747750318,-0.4058061645710916,-12.833541887708583,-11.526746732664751
2025,48,1108,-17.571428571428573,-2.754352489438434,-7.571428571428571,2.147493902359071,-0.5197499985149255,-11.836628943472638,-13.119267115507714
2025,61,1108,-15.571428571428571,-0.8695706046565493,-7.714285714285714,3.7216044793881378,-0.560633457161542,-9.485547300158398,-12.643076639317238
2025,68,1108,-12.857142857142858,-2.297288645277816,-6.428571428571429,0.9302018576017377,-0.38338036969173633,-8.51563822606028,-11.806135802376401
2025,70,1108,-7.142857142857143,-1.6631017045763588,-4.428571428571429,1.5123619638686623,-0.2039803800308002,-3.419734226183754,-5.044231040471639
2025,75,1108,-5.0,-0.16959521106986536,-3.5714285714285716,3.253724341314559,-0.17250817576447824,-1.616719252160346,-4.202325452325449
2025,77,1108,-1.5714285714285714,2.6797596382849838,-3.142857142857143,3.66175226226196,-0.10060441425987644,-0.10717744551607515,2.936837905325302
2025,82,1108,-1.4285714285714286,0.3285691620945076,-3.142857142857143,2.3623693982123632,0.032048646964613355,-1.1200193794106406,9.232957244922902
2025,84,1108,2.2857142857142856,2.1434925899211614,-2.7142857142857144,0.6527584539316076,0.1606200755360419,0.1379437350458121,7.923433435399093
2025,89,1108,2.0,2.868943214565334,-2.142857142857143,0.5201635952374212,0.14301925530364273,-0.3611488239378531,8.057100937487649
2025,91,1108,1.5714285714285714,4.028066673829046,-2.857142857142857,3.722799069031834,0.14373030895587288,2.3814873207204275,4.174872055258764
2025,96,1108,4.0,5.340206914540715,-2.0,3.7763907027667196,0.049806375746225394,3.723894526876473,5.682808563195272
2025,98,1108,12.0,6.05449262882643,-0.2857142857142857,-0.8111947940438219,0.11153508821023198,8.743640033721581,9.986754617141326
2025,103,1108,11.428571428571429,3.952390526724327,-0.5714285714285714,-4.579009004961486,0.07064373166761494,6.167733899133224,5.342096753996068
2025,105,1108,10.285714285714286,4.68982438915819,-1.8571428571428572,-2.962404104054671,-0.03170629925384457,6.6876101976980475,2.945485935755729
2025,110,1108,7.857142857142857,7.4745560487915,-2.7142857142857144,-2.228460626214378,-0.19368321123075652,3.8287092778296548,0.4655848844261052
2025,117,1108,10.857142857142858,6.933131923963302,-1.1428571428571428,-3.878808113387618,-0.11723885358339137,5.7090670462811115,2.4639520143721847
2025,119,1108,7.571428571428571,2.953514399965895,-2.5714285714285716,-7.136923136132743,-0.04407035541489322,0.04573955894583394,7.345974753537781
2025,0,1110,,,,,,,
2025,6,1110,,,,,,,
2025,8,1110,,,,,,,
2025,11,1110,,,,,,,
2025,14,1110,,,,,,,
2025,18,1110,,,,,,,
2025,20,1110,-8.571428571428571,-6.11914727308816,0.42857142857142855,3.237148508021079,-0.20467428254046335,-0.19938003083275138,-5.430461907905518
2025,30,1110,-5.285714285714286,-4.8715907792262465,0.42857142857142855,2.8819449599338944,-0.18580269881925557,1.041368467980264,3.9870103441532003
2025,44,1110,-10.857142857142858,-4.006511414146882,-0.5714285714285714,2.8358990085048186,-0.2349069559067059,-4.175272034374524,-0.9552695981267405
2025,48,1110,-10.428571428571429,-3.702824952824952,-1.1428571428571428,3.3865783246596592,-0.13867461681722396,-3.7815168533853014,3.330444687587545
2025,55,1110,-3.4285714285714284,0.06868365061642479,0.2857142857142857,2.8407432805398796,-0.038519337314118364,-0.149407029823487,-0.1974928031982413
2025,59,1110,-5.714285714285714,-2.2310186490858754,-1.4285714285714286,2.898339156907364,-0.1051944922245674,-2.050849424963362,0.21043260472716696
2025,62,1110,-4.714285714285714,-6.014378146731088,-0.14285714285714285,1.9233889075766875,-0.11708908259660138,-0.3295462857674839,1.6977548063350818
2025,65,1110,-6.142857142857143,-5.551089382949713,-1.1428571428571428,0.22404416121494108,-0.16913516418713234,-5.050586474892779,6.904653727519716
2025,68,1110,-6.142857142857143,-8.447136690761727,-2.0,-0.5074980362669638,-0.15300107897409973,-4.006975342407387,3.251592503029921
2025,70,1110,0.42857142857142855,-8.151698002465896,-1.4285714285714286,-1.0743809444468144,-0.11208147226501937,1.2537956326493034,7.583444861198068
